"From Branch","To District","To City","Charge for 1st kg","Charge per additional 1kg"
"Colombo","Kilinochchi","Iyyankulam","500","100.00"
"Colombo","Kilinochchi","Dharmapura","500","100.00"
"Colombo","Kilinochchi","Therankandal","500","100.00"
"Colombo","Kilinochchi","Tharmapuram","500","100.00"
"Colombo","Kilinochchi","Wannakanveli","500","100.00"
"Colombo","Kilinochchi","Kandavalai","500","100.00"
"Colombo","Kilinochchi","Uriyan","500","100.00"
"Colombo","Kilinochchi","Koorakkankaddu","500","100.00"
"Colombo","Kilinochchi","Vanneri","500","100.00"
"Colombo","Kilinochchi","Veththilakeni","500","100.00"
"Colombo","Kilinochchi","Vilavoodai","500","100.00"
"Colombo","Kilinochchi","Thadduvankoddi","500","100.00"
"Colombo","Kilinochchi","Piramanthanaru","500","100.00"
"Colombo","Kilinochchi","Pulopalai","500","100.00"
"Colombo","Kilinochchi","Punnaineeraavi","500","100.00"
"Colombo","Kilinochchi","Thiruviyar","500","100.00"
"Colombo","Kilinochchi","URUTHTHIRAPUREESWARAM","500","100.00"
"Colombo","Kilinochchi","ELLUKAADU","500","100.00"
"Colombo","Kilinochchi","Puthumurippu","500","100.00"
"Colombo","Kilinochchi","Konavil","500","100.00"
"Colombo","Kilinochchi","Skanthapuram","500","100.00"
"Colombo","Kilinochchi","Akkarayan Kulam","500","100.00"
"Colombo","Kilinochchi","Kunchukkulam","500","100.00"
"Colombo","Kilinochchi","Parathipuram","500","100.00"
"Colombo","Kilinochchi","PANIKKANKULAM","500","100.00"
"Colombo","Kilinochchi","Muhathuvaram","500","100.00"
"Colombo","Kilinochchi","Mankulam","500","100.00"
"Colombo","Kilinochchi","Mallavi","500","100.00"
"Colombo","Kilinochchi","Nandikadal","500","100.00"
"Colombo","Kilinochchi","Thanneeroottu","500","100.00"
"Colombo","Kilinochchi","Parantan","500","100.00"
"Colombo","Kilinochchi","Johapuram","500","100.00"
"Colombo","Kilinochchi","Wattakachchi","500","100.00"
"Colombo","Kilinochchi","Kanakambikai Kulam","500","100.00"
"Colombo","Kilinochchi","Pallai","500","100.00"
"Colombo","Kilinochchi","Mamunai","500","100.00"
"Colombo","Kilinochchi","Kilali","500","100.00"
"Colombo","Kilinochchi","Kevil","500","100.00"
"Colombo","Kilinochchi","Mulankavil","500","100.00"
"Colombo","Kilinochchi","Kiranchi","500","100.00"
"Colombo","Kilinochchi","Punakari","500","100.00"
"Colombo","Kilinochchi","Nachchikuda","500","100.00"
"Colombo","Kilinochchi","Mukkompan","500","100.00"
"Colombo","Kilinochchi","Paranthan","500","100.00"
"Colombo","Kilinochchi","Vaddakkachchi","500","100.00"
"Colombo","Kilinochchi","Ariviyal Nagar","500","100.00"
"Colombo","Kilinochchi","Uthayanagar","500","100.00"
"Colombo","Kilinochchi","Selvanagar","500","100.00"
"Colombo","Kilinochchi","Uruththirapuram","500","100.00"
"Colombo","Kilinochchi","Puliyampokkanai","500","100.00"
"Colombo","Kilinochchi","sundikkulam","500","100.00"
"Colombo","Kilinochchi","Iyakkachchi","500","100.00"
"Colombo","Kilinochchi","Palai","500","100.00"
"Colombo","Kilinochchi","Thalaiady","500","100.00"
"Colombo","Kilinochchi","Kaddaikkadu","500","100.00"
"Colombo","Kilinochchi","Vavunikulam","500","100.00"
"Colombo","Kilinochchi","Pandiyankulam","500","100.00"
"Colombo","Kilinochchi","Puththuvedduvan","500","100.00"
"Colombo","Kilinochchi","Poonagary","500","100.00"
"Colombo","Kilinochchi","Valaippadu","500","100.00"
"Colombo","Mannar","Adampan","500","100.00"
"Colombo","Mannar","Arippu","500","100.00"
"Colombo","Mannar","Chilavathurai","500","100.00"
"Colombo","Mannar","Erukkalampiddy","500","100.00"
"Colombo","Mannar","llluppaikadavai","500","100.00"
"Colombo","Mannar","Madhu Church","500","100.00"
"Colombo","Mannar","Madhu Road","500","100.00"
"Colombo","Mannar","Mannar","500","100.00"
"Colombo","Mannar","Marichchi Kaddi","500","100.00"
"Colombo","Mannar","Murunkan","500","100.00"
"Colombo","Mannar","P.P.Potkemy","500","100.00"
"Colombo","Mannar","Palampiddy","500","100.00"
"Colombo","Mannar","Periyakunchikulam","500","100.00"
"Colombo","Mannar","Periyamadhu","500","100.00"
"Colombo","Mannar","Pesalai","500","100.00"
"Colombo","Mannar","Talaimannar","500","100.00"
"Colombo","Mannar","Temple","500","100.00"
"Colombo","Mannar","Tharapuram","500","100.00"
"Colombo","Mannar","Thiruketheeswaram Temple","500","100.00"
"Colombo","Mannar","Vaddakandal","500","100.00"
"Colombo","Mannar","Vankalai","500","100.00"
"Colombo","Mannar","Vellan Kulam","500","100.00"
"Colombo","Mannar","Vidataltivu","500","100.00"
"Colombo","Vavuniya","Madhu","500","100.00"
"Colombo","Mannar","Mannar Town","500","100.00"
"Colombo","Mannar","Manthai West","500","100.00"
"Colombo","Mannar","Musali","500","100.00"
"Colombo","Mannar","Nanattan","500","100.00"
"Colombo","Mannar","Anthoniar puram","500","100.00"
"Colombo","Mannar","Athimottai","500","100.00"
"Colombo","Mannar","Kalladi","500","100.00"
"Colombo","Mannar","Kadai adampan","500","100.00"
"Colombo","Mannar","Karisal","500","100.00"
"Colombo","Mannar","Keppapilavu","500","100.00"
"Colombo","Mannar","Kunchikulam","500","100.00"
"Colombo","Mannar","Manthai East","500","100.00"
"Colombo","Mannar","Mutharipputhurai","500","100.00"
"Colombo","Mannar","Mullikulam","500","100.00"
"Colombo","Mannar","Nadukkuda","500","100.00"
"Colombo","Mannar","Nanaththan","500","100.00"
"Colombo","Mannar","Olathuduvai","500","100.00"
"Colombo","Mannar","Siruthoppu","500","100.00"
"Colombo","Mannar","Silavathurai","500","100.00"
"Colombo","Mannar","Sonakapidi","500","100.00"
"Colombo","Mannar","Pandivirichchan","500","100.00"
"Colombo","Mannar","Parayankulam","500","100.00"
"Colombo","Mannar","Paaviluppaddaan Kudiyiruppu","500","100.00"
"Colombo","Mannar","Pallamadu","500","100.00"
"Colombo","Mannar","Thanniyutttu","500","100.00"
"Colombo","Mannar","Thalvupadu","500","100.00"
"Colombo","Mannar","Thalaimannar","500","100.00"
"Colombo","Mannar","Thullukudiyiruppu","500","100.00"
"Colombo","Mannar","Thottaveli","500","100.00"
"Colombo","Mannar","Uyilankulam","500","100.00"
"Colombo","Mannar","Vankalapadu","500","100.00"
"Colombo","Mannar","Vattrapilai","500","100.00"
"Colombo","Mannar","Maritimepaththu","500","100.00"
"Colombo","Mannar","Mathalan","500","100.00"
"Colombo","Mannar","Nayaru","500","100.00"
"Colombo","Mannar","Iluppakadavai","500","100.00"
"Colombo","Mannar","Kondachi","500","100.00"
"Colombo","Mannar","Silawathurai","500","100.00"
"Colombo","Mannar","Mullikulam","500","100.00"
"Colombo","Mannar","Madhu","500","100.00"
"Colombo","Mannar","Palampiddy","500","100.00"
"Colombo","Mannar","Thiruketheeswaram","500","100.00"
"Colombo","Mannar","Iluppakadavai","500","100.00"
"Colombo","Mannar","Vellankulam","500","100.00"
"Colombo","Mannar","Talaimannar","500","100.00"
"Colombo","Mannar","තලෙයිමන්නාරම","500","100.00"
"Colombo","Mannar","Iluppaikulam","500","100.00"
"Colombo","Mannar","Kakkayankulam","500","100.00"
"Colombo","Vavuniya","Cheddikulam","500","100.00"
"Colombo","Vavuniya","Kanagarayankulam","500","100.00"
"Colombo","Vavuniya","Mahakachchakodiya","500","100.00"
"Colombo","Vavuniya","Maraiyadithakulam","500","100.00"
"Colombo","Vavuniya","Neriyakulam","500","100.00"
"Colombo","Vavuniya","Omanthai","500","100.00"
"Colombo","Vavuniya","Palamoddai","500","100.00"
"Colombo","Vavuniya","Pampaimadu","500","100.00"
"Colombo","Vavuniya","Pavaikulam","500","100.00"
"Colombo","Vavuniya","Sasthrikulankulam","500","100.00"
"Colombo","Vavuniya","Varikkuttiyoor","500","100.00"
"Colombo","Vavuniya","Vavuniya North","500","100.00"
"Colombo","Vavuniya","Vavuniya South","500","100.00"
"Colombo","Vavuniya","Vengalacheddikulam","500","100.00"
"Colombo","Vavuniya","Asikulam","500","100.00"
"Colombo","Vavuniya","Akkara 100","500","100.00"
"Colombo","Vavuniya","Barathipuram","500","100.00"
"Colombo","Vavuniya","Chemamadukkulam","500","100.00"
"Colombo","Vavuniya","Ethawetunuwewa","500","100.00"
"Colombo","Vavuniya","Eshwaripuram","500","100.00"
"Colombo","Vavuniya","Ganesapuram","500","100.00"
"Colombo","Vavuniya","Katkulam","500","100.00"
"Colombo","Vavuniya","Kakkayankulam","500","100.00"
"Colombo","Vavuniya","Kalmadu","500","100.00"
"Colombo","Vavuniya","Kanthapurama","500","100.00"
"Colombo","Vavuniya","Kekkettipilavu","500","100.00"
"Colombo","Vavuniya","Kovilkulam","500","100.00"
"Colombo","Vavuniya","Kurumankadu","500","100.00"
"Colombo","Vavuniya","Mamaduwa","500","100.00"
"Colombo","Vavuniya","Matheena Nagar","500","100.00"
"Colombo","Vavuniya","Madukanda","500","100.00"
"Colombo","Vavuniya","Nambankulam","500","100.00"
"Colombo","Vavuniya","Nelumkkulam","500","100.00"
"Colombo","Vavuniya","Nelukkulam","500","100.00"
"Colombo","Vavuniya","Nedunkulam","500","100.00"
"Colombo","Vavuniya","Pambaimadu","500","100.00"
"Colombo","Vavuniya","periyapandirichchan","500","100.00"
"Colombo","Vavuniya","Periyathambanai","500","100.00"
"Colombo","Vavuniya","Puliyankulam","500","100.00"
"Colombo","Vavuniya","Pulmude","500","100.00"
"Colombo","Vavuniya","Poonthoddam","500","100.00"
"Colombo","Vavuniya","Rambikulam","500","100.00"
"Colombo","Vavuniya","Sinna pandivirichchan","500","100.00"
"Colombo","Vavuniya","Sithambarapuram","500","100.00"
"Colombo","Vavuniya","Sundarapuram","500","100.00"
"Colombo","Vavuniya","Thavasikulam","500","100.00"
"Colombo","Vavuniya","Thirunavathkulam","500","100.00"
"Colombo","Vavuniya","Veppankulama","500","100.00"
"Colombo","Vavuniya","Velikulam","500","100.00"
"Colombo","Vavuniya","Veerapuram","500","100.00"
"Colombo","Vavuniya","Veppankulam","500","100.00"
"Colombo","Vavuniya","Ukkulankulam","500","100.00"
"Colombo","Vavuniya","Kudawewa","500","100.00"
"Colombo","Vavuniya","KOOMANKULAM","500","100.00"
"Colombo","Vavuniya","Thandikulam","500","100.00"
"Colombo","Vavuniya","Maharambaikulam","500","100.00"
"Colombo","Vavuniya","Thirunavat Kulam","500","100.00"
"Colombo","Vavuniya","Pandarikulam","500","100.00"
"Colombo","Vavuniya","Rajendrankulam","500","100.00"
"Colombo","Vavuniya","Katkuly","500","100.00"
"Colombo","Vavuniya","Thonikal","500","100.00"
"Colombo","Vavuniya","Avusathapitiya","500","100.00"
"Colombo","Vavuniya","Irampaikkulam","500","100.00"
"Colombo","Vavuniya","Samalankulam","500","100.00"
"Colombo","Vavuniya","Puthukulam","500","100.00"
"Colombo","Vavuniya","Paranaddakal","500","100.00"
"Colombo","Vavuniya","Nochchimoddai","500","100.00"
"Colombo","Vavuniya","madawachchiya","500","100.00"
"Colombo","Vavuniya","Vavuniya","500","100.00"
"Colombo","Vavuniya","Thonikkal","500","100.00"
"Colombo","Vavuniya","Poovarasankulam","500","100.00"
"Colombo","Vavuniya","Nelukkulam","500","100.00"
"Colombo","Vavuniya","Wahamalgollewa","500","100.00"
"Colombo","Vavuniya","MANNAR ROAD VAVUNIYA","500","100.00"
"Colombo","Vavuniya","VAVUNIYA TOWN","500","100.00"
"Colombo","Vavuniya","Poonthoddam","500","100.00"
"Colombo","Vavuniya","MAGARAMPAIKULAM","500","100.00"
"Colombo","Vavuniya","Sithamparapuram","500","100.00"
"Colombo","Vavuniya","Rambaikulam","500","100.00"
"Colombo","Vavuniya","Velikkulam","500","100.00"
"Colombo","Vavuniya","Samanankulam","500","100.00"
"Colombo","Vavuniya","Thavasikulam","500","100.00"
"Colombo","Vavuniya","Kanakarayankulam","500","100.00"
"Colombo","Vavuniya","Thandikkulam","500","100.00"
"Colombo","Vavuniya","Kidachchuri","500","100.00"
"Colombo","Vavuniya","Rambaikulam","500","100.00"
"Colombo","Vavuniya","Kovilputhukulam","500","100.00"
"Colombo","Vavuniya","Goodshed Rd vavuniya","500","100.00"
"Colombo","Vavuniya","Pandarikulam","500","100.00"
"Colombo","Vavuniya","Kandy Rd vavuniya","500","100.00"
"Colombo","Vavuniya","Vairavarpuliyankulam","500","100.00"
"Colombo","Vavuniya","Kurumankadu","500","100.00"
"Colombo","Vavuniya","Chettikulam","500","100.00"
"Colombo","Vavuniya","Pattanichoor","500","100.00"
"Colombo","Vavuniya","Parayanalankulam","500","100.00"
"Colombo","Vavuniya","Iranailuppakkulam","500","100.00"
"Colombo","Vavuniya","Pavakkulama","500","100.00"
"Colombo","Vavuniya","Pavakkulama","500","100.00"
"Colombo","Vavuniya","Cheddikulam","500","100.00"
"Colombo","Vavuniya","Kanagarayankulam","500","100.00"
"Colombo","Vavuniya","Mahakachchakodiya","500","100.00"
"Colombo","Vavuniya","Maraiyadithakulam","500","100.00"
"Colombo","Vavuniya","Neriyakulam","500","100.00"
"Colombo","Vavuniya","Omanthai","500","100.00"
"Colombo","Vavuniya","Palamoddai","500","100.00"
"Colombo","Vavuniya","Pampaimadu","500","100.00"
"Colombo","Vavuniya","Pavaikulam","500","100.00"
"Colombo","Vavuniya","Sasthrikulankulam","500","100.00"
"Colombo","Vavuniya","Varikkuttiyoor","500","100.00"
"Colombo","Vavuniya","Vavuniya North","500","100.00"
"Colombo","Vavuniya","Vavuniya South","500","100.00"
"Colombo","Vavuniya","Vengalacheddikulam","500","100.00"
"Colombo","Vavuniya","Asikulam","500","100.00"
"Colombo","Vavuniya","Akkara 100","500","100.00"
"Colombo","Vavuniya","Barathipuram","500","100.00"
"Colombo","Vavuniya","Chemamadukkulam","500","100.00"
"Colombo","Vavuniya","Ethawetunuwewa","500","100.00"
"Colombo","Vavuniya","Eshwaripuram","500","100.00"
"Colombo","Vavuniya","Ganesapuram","500","100.00"
"Colombo","Vavuniya","Katkulam","500","100.00"
"Colombo","Vavuniya","Kakkayankulam","500","100.00"
"Colombo","Vavuniya","Kalmadu","500","100.00"
"Colombo","Vavuniya","Kanthapurama","500","100.00"
"Colombo","Vavuniya","Kekkettipilavu","500","100.00"
"Colombo","Vavuniya","Kovilkulam","500","100.00"
"Colombo","Vavuniya","Kurumankadu","500","100.00"
"Colombo","Vavuniya","Mamaduwa","500","100.00"
"Colombo","Vavuniya","Matheena Nagar","500","100.00"
"Colombo","Vavuniya","Madukanda","500","100.00"
"Colombo","Vavuniya","Nambankulam","500","100.00"
"Colombo","Vavuniya","Nelumkkulam","500","100.00"
"Colombo","Vavuniya","Nelukkulam","500","100.00"
"Colombo","Vavuniya","Nedunkulam","500","100.00"
"Colombo","Vavuniya","Pambaimadu","500","100.00"
"Colombo","Vavuniya","periyapandirichchan","500","100.00"
"Colombo","Vavuniya","Periyathambanai","500","100.00"
"Colombo","Vavuniya","Puliyankulam","500","100.00"
"Colombo","Vavuniya","Pulmude","500","100.00"
"Colombo","Vavuniya","Poonthoddam","500","100.00"
"Colombo","Vavuniya","Rambikulam","500","100.00"
"Colombo","Vavuniya","Sinna pandivirichchan","500","100.00"
"Colombo","Vavuniya","Sithambarapuram","500","100.00"
"Colombo","Vavuniya","Sundarapuram","500","100.00"
"Colombo","Vavuniya","Thavasikulam","500","100.00"
"Colombo","Vavuniya","Thirunavathkulam","500","100.00"
"Colombo","Vavuniya","Veppankulama","500","100.00"
"Colombo","Vavuniya","Velikulam","500","100.00"
"Colombo","Vavuniya","Veerapuram","500","100.00"
"Colombo","Vavuniya","Veppankulam","500","100.00"
"Colombo","Anuradhapura","Punewa","500","100.00"
"Colombo","Vavuniya","Ukkulankulam","500","100.00"
"Colombo","Vavuniya","Kudawewa","500","100.00"
"Colombo","Vavuniya","KOOMANKULAM","500","100.00"
"Colombo","Vavuniya","Thandikulam","500","100.00"
"Colombo","Vavuniya","Maharambaikulam","500","100.00"
"Colombo","Vavuniya","Thirunavat Kulam","500","100.00"
"Colombo","Vavuniya","Pandarikulam","500","100.00"
"Colombo","Vavuniya","Rajendrankulam","500","100.00"
"Colombo","Vavuniya","Katkuly","500","100.00"
"Colombo","Vavuniya","Thonikal","500","100.00"
"Colombo","Vavuniya","Avusathapitiya","500","100.00"
"Colombo","Vavuniya","Irampaikkulam","500","100.00"
"Colombo","Vavuniya","Samalankulam","500","100.00"
"Colombo","Vavuniya","Puthukulam","500","100.00"
"Colombo","Vavuniya","Paranaddakal","500","100.00"
"Colombo","Vavuniya","Nochchimoddai","500","100.00"
"Colombo","Anuradhapura","GALKANDEGAMA","500","100.00"
"Colombo","Vavuniya","madawachchiya","500","100.00"
"Colombo","Vavuniya","Vavuniya","500","100.00"
"Colombo","Vavuniya","Thonikkal","500","100.00"
"Colombo","Vavuniya","Poovarasankulam","500","100.00"
"Colombo","Vavuniya","Nelukkulam","500","100.00"
"Colombo","Vavuniya","Wahamalgollewa","500","100.00"
"Colombo","Vavuniya","MANNAR ROAD VAVUNIYA","500","100.00"
"Colombo","Vavuniya","VAVUNIYA TOWN","500","100.00"
"Colombo","Vavuniya","Poonthoddam","500","100.00"
"Colombo","Vavuniya","MAGARAMPAIKULAM","500","100.00"
"Colombo","Vavuniya","Sithamparapuram","500","100.00"
"Colombo","Vavuniya","Rambaikulam","500","100.00"
"Colombo","Vavuniya","Velikkulam","500","100.00"
"Colombo","Vavuniya","Samanankulam","500","100.00"
"Colombo","Vavuniya","Thavasikulam","500","100.00"
"Colombo","Vavuniya","Kanakarayankulam","500","100.00"
"Colombo","Vavuniya","Thandikkulam","500","100.00"
"Colombo","Vavuniya","Kidachchuri","500","100.00"
"Colombo","Vavuniya","Sasthirikoolankulam","500","100.00"
"Colombo","Vavuniya","Varikuddiyoor","500","100.00"
"Colombo","Anuradhapura","Dematawewa","500","100.00"
"Colombo","Anuradhapura","Dunumadalawa","500","100.00"
"Colombo","Anuradhapura","Dutuwewa","500","100.00"
"Colombo","Anuradhapura","Elayapattuwa","500","100.00"
"Colombo","Anuradhapura","Galkadawala","500","100.00"
"Colombo","Anuradhapura","Gambirigaswewa","500","100.00"
"Colombo","Anuradhapura","Hidogama","500","100.00"
"Colombo","Anuradhapura","Hurulunikawewa","500","100.00"
"Colombo","Anuradhapura","Karagahawewa","500","100.00"
"Colombo","Anuradhapura","Kendewa","500","100.00"
"Colombo","Anuradhapura","Kurundankulama","500","100.00"
"Colombo","Anuradhapura","Labunoruwa","500","100.00"
"Colombo","Anuradhapura","Mahabulankulama","500","100.00"
"Colombo","Anuradhapura","Mahapothana","500","100.00"
"Colombo","Anuradhapura","Mihintale","500","100.00"
"Colombo","Anuradhapura","Muriyakadawala","500","100.00"
"Colombo","Anuradhapura","Namalpura","500","100.00"
"Colombo","Anuradhapura","Padikaramaduwa","500","100.00"
"Colombo","Anuradhapura","Pandukabayapura","500","100.00"
"Colombo","Anuradhapura","Pandulagama","500","100.00"
"Colombo","Anuradhapura","Parasangahawewa","500","100.00"
"Colombo","Anuradhapura","Pemaduwa","500","100.00"
"Colombo","Anuradhapura","Tammennawa","500","100.00"
"Colombo","Anuradhapura","Tantirimale","500","100.00"
"Colombo","Anuradhapura","Tennamarawadiya","500","100.00"
"Colombo","Anuradhapura","Tirappane","500","100.00"
"Colombo","Anuradhapura","Uttimaduwa","500","100.00"
"Colombo","Anuradhapura","Welimuwapotana","500","100.00"
"Colombo","Anuradhapura","Galenbindunuwewa","500","100.00"
"Colombo","Anuradhapura","Mihinthale","500","100.00"
"Colombo","Anuradhapura","Nachchaduwa","500","100.00"
"Colombo","Anuradhapura","Nuwaragam Palatha Central","500","100.00"
"Colombo","Anuradhapura","Nuwaragam Palatha East","500","100.00"
"Colombo","Anuradhapura","Rambewa","500","100.00"
"Colombo","Anuradhapura","Thirappane","500","100.00"
"Colombo","Vavuniya","Wahamulugollawa","500","100.00"
"Colombo","Anuradhapura","Mahawilachchiya","500","100.00"
"Colombo","Anuradhapura","Maradankadawala","500","100.00"
"Colombo","Anuradhapura","Maradankalla","500","100.00"
"Colombo","Anuradhapura","Megodawewa","500","100.00"
"Colombo","Anuradhapura","Puliyankulama","500","100.00"
"Colombo","Anuradhapura","Seeppukulama","500","100.00"
"Colombo","Anuradhapura","Sivalakulama","500","100.00"
"Colombo","Anuradhapura","Sravasthipura","500","100.00"
"Colombo","Anuradhapura","Thammennawa","500","100.00"
"Colombo","Anuradhapura","Thanthirimale","500","100.00"
"Colombo","Anuradhapura","Thennamarawadiya","500","100.00"
"Colombo","Anuradhapura","Upuldeniya","500","100.00"
"Colombo","Anuradhapura","Uththimaduwa","500","100.00"
"Colombo","Anuradhapura","Viharapalugama","500","100.00"
"Colombo","Anuradhapura","Walagambahuwa","500","100.00"
"Colombo","Puttalam","Galkulama","500","100.00"
"Colombo","Anuradhapura","Yakkalla","500","100.00"
"Colombo","Anuradhapura","Kaluwila","500","100.00"
"Colombo","Anuradhapura","Keerikkkulama","500","100.00"
"Colombo","Anuradhapura","Mahanelubewa","500","100.00"
"Colombo","Anuradhapura","Oyamaduwa","500","100.00"
"Colombo","Anuradhapura","Pothanegama","500","100.00"
"Colombo","Anuradhapura","yakalla","500","100.00"
"Colombo","Anuradhapura","Galenbindunawewa","500","100.00"
"Colombo","Anuradhapura","Gatalawa","500","100.00"
"Colombo","Anuradhapura","Mahopothana","500","100.00"
"Colombo","Anuradhapura","Kedawa","500","100.00"
"Colombo","Anuradhapura","Mahapotana","500","100.00"
"Colombo","Anuradhapura","iluppukanniya","500","100.00"
"Colombo","Anuradhapura","alagollewa","500","100.00"
"Colombo","Anuradhapura","hamillewa","500","100.00"
"Colombo","Anuradhapura","Galenbidunuwawa","500","100.00"
"Colombo","Anuradhapura","anuradhapura","500","100.00"
"Colombo","Anuradhapura","MARANDANKALLA","500","100.00"
"Colombo","Anuradhapura","Anuradhapura town","500","100.00"
"Colombo","Anuradhapura","Nuwaragam palatha","500","100.00"
"Colombo","Anuradhapura","Meegodawewa","500","100.00"
"Colombo","Anuradhapura","Jaffna Juntion","500","100.00"
"Colombo","Anuradhapura","Pullayara juntion","500","100.00"
"Colombo","Anuradhapura","Mathale juntion","500","100.00"
"Colombo","Anuradhapura","walagambawa","500","100.00"
"Colombo","Anuradhapura","maradankadwala","500","100.00"
"Colombo","Anuradhapura","Teaching Hospital","500","100.00"
"Colombo","Anuradhapura","Teaching Hospital anuradhapura","500","100.00"
"Colombo","Anuradhapura","Stage -3","500","100.00"
"Colombo","Anuradhapura","Kada -12","500","100.00"
"Colombo","Anuradhapura","Freeman mawatha","500","100.00"
"Colombo","Anuradhapura","Elayapatthuwa","500","100.00"
"Colombo","Anuradhapura","Wilachchiya","500","100.00"
"Colombo","Anuradhapura","Ichchankulama","500","100.00"
"Colombo","Anuradhapura","Kalaththewa","500","100.00"
"Colombo","Anuradhapura","Nelumkanniya","500","100.00"
"Colombo","Anuradhapura","Welankulama","500","100.00"
"Colombo","Anuradhapura","Arunagama","500","100.00"
"Colombo","Anuradhapura","Abathalagama","500","100.00"
"Colombo","Anuradhapura","Illuppukanniya","500","100.00"
"Colombo","Anuradhapura","Ramakele","500","100.00"
"Colombo","Anuradhapura","malwathu oya","500","100.00"
"Colombo","Anuradhapura","Pahala Kirikkulama","500","100.00"
"Colombo","Anuradhapura","kirikkulama","500","100.00"
"Colombo","Anuradhapura","Kuda Nelunkulama","500","100.00"
"Colombo","Anuradhapura","Ihalawewa","500","100.00"
"Colombo","Anuradhapura","Sri Vibuthigama","500","100.00"
"Colombo","Anuradhapura","Siyabalagaswewa","500","100.00"
"Colombo","Anuradhapura","Thodamaduwa","500","100.00"
"Colombo","Anuradhapura","Marakulama","500","100.00"
"Colombo","Anuradhapura","Ethungama","500","100.00"
"Colombo","Anuradhapura","Demategama","500","100.00"
"Colombo","Anuradhapura","sembukulama","500","100.00"
"Colombo","Anuradhapura","punchikulama","500","100.00"
"Colombo","Anuradhapura","Wellamudawa","500","100.00"
"Colombo","Anuradhapura","kudakanumulla","500","100.00"
"Colombo","Anuradhapura","Ihala Puliyankulama","500","100.00"
"Colombo","Anuradhapura","Dampalassagama","500","100.00"
"Colombo","Anuradhapura","Ihala Kagama","500","100.00"
"Colombo","Anuradhapura","Nellikulama","500","100.00"
"Colombo","Anuradhapura","Maha Mankadawala","500","100.00"
"Colombo","Anuradhapura","Pusiyankulama","500","100.00"
"Colombo","Anuradhapura","Sadamaleliya","500","100.00"
"Colombo","Anuradhapura","Randuwa","500","100.00"
"Colombo","Anuradhapura","THAMBIYAWA","500","100.00"
"Colombo","Anuradhapura","Ethdathkalla","500","100.00"
"Colombo","Anuradhapura","Vihara Palugama","500","100.00"
"Colombo","Anuradhapura","Nelumkulama","500","100.00"
"Colombo","Anuradhapura","Sucharithagama","500","100.00"
"Colombo","Anuradhapura","Yahalegama","500","100.00"
"Colombo","Anuradhapura","Gnanikulama","500","100.00"
"Colombo","Anuradhapura","Paladikulama","500","100.00"
"Colombo","Anuradhapura","Perimiyankulama","500","100.00"
"Colombo","Anuradhapura","Galpalama","500","100.00"
"Colombo","Anuradhapura","GALPOTHEGAMA","500","100.00"
"Colombo","Anuradhapura","Asirigama","500","100.00"
"Colombo","Anuradhapura","puja nagaraya","500","100.00"
"Colombo","Anuradhapura","Salgadu ground","500","100.00"
"Colombo","Anuradhapura","Dahaiyagama Junction","500","100.00"
"Colombo","Anuradhapura","Pubudupura","500","100.00"
"Colombo","Anuradhapura","yasasiripura","500","100.00"
"Colombo","Anuradhapura","SOS Junction","500","100.00"
"Colombo","Anuradhapura","Sippukulama","500","100.00"
"Colombo","Anuradhapura","Katukeliyawa","500","100.00"
"Colombo","Anuradhapura","Janasirigama","500","100.00"
"Colombo","Anuradhapura","Mailagaswewa","500","100.00"
"Colombo","Anuradhapura","Siwalakulama","500","100.00"
"Colombo","Anuradhapura","Thabaragala","500","100.00"
"Colombo","Anuradhapura","Nekatunuwewa","500","100.00"
"Colombo","Anuradhapura","Kokawewa","500","100.00"
"Colombo","Anuradhapura","Aluth Divulwewa","500","100.00"
"Colombo","Anuradhapura","Getalawa","500","100.00"
"Colombo","Anuradhapura","Thisawewa","500","100.00"
"Colombo","Anuradhapura","Nelubewa","500","100.00"
"Colombo","Anuradhapura","Selesthimaduwa","500","100.00"
"Colombo","Anuradhapura","Alankulama","500","100.00"
"Colombo","Anuradhapura","Ulukkulama","500","100.00"
"Colombo","Anuradhapura","Bulankulama","500","100.00"
"Colombo","Anuradhapura","Kawarakkulama","500","100.00"
"Colombo","Anuradhapura","Halmillakulam","500","100.00"
"Colombo","Anuradhapura","Thuruwila","500","100.00"
"Colombo","Anuradhapura","Saliyapura","500","100.00"
"Colombo","Anuradhapura","Paniyankadawala","500","100.00"
"Colombo","Anuradhapura","puwarasankulama","500","100.00"
"Colombo","Anuradhapura","Kolibendawewa","500","100.00"
"Colombo","Anuradhapura","Doramadalawa","500","100.00"
"Colombo","Anuradhapura","Sadamalgama","500","100.00"
"Colombo","Anuradhapura","Nabadagaswewa","500","100.00"
"Colombo","Anuradhapura","Salambapura","500","100.00"
"Colombo","Anuradhapura","Sangilikanadarawa","500","100.00"
"Colombo","Anuradhapura","Mahakanadarawa","500","100.00"
"Colombo","Anuradhapura","mahakanadarawa dakunu iura","500","100.00"
"Colombo","Anuradhapura","mahakanadarwa wam iura","500","100.00"
"Colombo","Anuradhapura","Diviyaudabendawewa","500","100.00"
"Colombo","Anuradhapura","Ginikatuwewa","500","100.00"
"Colombo","Vavuniya","Wijayapura","500","100.00"
"Colombo","Anuradhapura","Abayapura Anuradhapura","500","100.00"
"Colombo","Anuradhapura","Anura Wijayapura","500","100.00"
"Colombo","Anuradhapura","Mahapaladikulama","500","100.00"
