"From Branch","To District","To City","Charge for 1st kg","Charge per additional 1kg"
"Colombo","Gampaha","negambo","450","100.00"
"Colombo","Puttalam","Kochchikade","450","100.00"
"Colombo","Gampaha","Mookalangamuwa","450","100.00"
"Colombo","Gampaha","Phase 2","450","100.00"
"Colombo","Gampaha","Aramba","450","100.00"
"Colombo","Gampaha","kuswala","450","100.00"
"Colombo","Gampaha","Mahunupitiya","450","100.00"
"Colombo","Gampaha","Katiyala","450","100.00"
"Colombo","Gampaha","Dalupotha","450","100.00"
"Colombo","Gampaha","Sellakanda","450","100.00"
"Colombo","Gampaha","Wellaweediya","450","100.00"
"Colombo","Gampaha","Ambalammulla","450","100.00"
"Colombo","Gampaha","Duwana","450","100.00"
"Colombo","Gampaha","Thalahena","450","100.00"
"Colombo","Gampaha","kovinna","450","100.00"
"Colombo","Gampaha","kurana","450","100.00"
"Colombo","Gampaha","Raddoluwa","450","100.00"
"Colombo","Gampaha","Liyanagemulla","450","100.00"
"Colombo","Gampaha","amandoluwa","450","100.00"
"Colombo","Gampaha","Averiyawatte","450","100.00"
"Colombo","Gampaha","Awariwaththa","450","100.00"
"Colombo","Gampaha","Adiambalama","450","100.00"
"Colombo","Gampaha","andiambalama","450","100.00"
"Colombo","Gampaha","pallansena","450","100.00"
"Colombo","Gampaha","Daluwakotuwa","450","100.00"
"Colombo","Gampaha","negombo","450","100.00"
"Colombo","Gampaha","Negombo town","450","100.00"
"Colombo","Gampaha","sea side negombo","450","100.00"
"Colombo","Gampaha","Katuwapitiya","450","100.00"
"Colombo","Gampaha","Negombo","450","100.00"
"Colombo","Gampaha","Negombo main road","450","100.00"
"Colombo","Gampaha","Thimbirigaskatuwa","450","100.00"
"Colombo","Gampaha","Awariwaththa","450","100.00"
"Colombo","Gampaha","Bolawalana","450","100.00"
"Colombo","Gampaha","Akkara Panaha negombo","450","100.00"
"Colombo","Gampaha","Dambaduraya","450","100.00"
"Colombo","Gampaha","Thaladuwa","450","100.00"
"Colombo","Gampaha","Pitipana negombo","450","100.00"
"Colombo","Gampaha","Periyamulla","450","100.00"
"Colombo","Gampaha","Bolagala","450","100.00"
"Colombo","Gampaha","Dalupatha","450","100.00"
"Colombo","Gampaha","Kochchikade negombo","450","100.00"
"Colombo","Gampaha","Madampalla","450","100.00"
"Colombo","Gampaha","Palangathure","450","100.00"
"Colombo","Gampaha","Akaragama","450","100.00"
"Colombo","Gampaha","Demanhandiya","450","100.00"
"Colombo","Gampaha","Kadirana","450","100.00"
"Colombo","Gampaha","Katunayake Air Force Camp","450","100.00"
"Colombo","Gampaha","Katunayake","450","100.00"
"Colombo","Gampaha","Kimbulapitiya","450","100.00"
"Colombo","Gampaha","Raddolugama","450","100.00"
"Colombo","Gampaha","Seeduwa","450","100.00"
"Colombo","Gampaha","Talahena","450","100.00"
"Colombo","Gampaha","Thimbirigaskatuwa","450","100.00"
"Colombo","Gampaha","Katana","450","100.00"
"Colombo","Gampaha","Katunayaka","450","100.00"
"Colombo","Gampaha","negambo","450","100.00"
"Colombo","Gampaha","Mookalangamuwa","450","100.00"
"Colombo","Gampaha","Aramba","450","100.00"
"Colombo","Gampaha","kuswala","450","100.00"
"Colombo","Gampaha","Mahunupitiya","450","100.00"
"Colombo","Gampaha","Katiyala","450","100.00"
"Colombo","Gampaha","Dalupotha","450","100.00"
"Colombo","Gampaha","Sellakanda","450","100.00"
"Colombo","Gampaha","Wellaweediya","450","100.00"
"Colombo","Gampaha","Ambalammulla","450","100.00"
"Colombo","Gampaha","Duwana","450","100.00"
"Colombo","Gampaha","Thalahena","450","100.00"
"Colombo","Gampaha","kovinna","450","100.00"
"Colombo","Gampaha","kurana","450","100.00"
"Colombo","Gampaha","Ambalammulla","450","100.00"
"Colombo","Gampaha","Duwana","450","100.00"
"Colombo","Gampaha","Thalahena","450","100.00"
"Colombo","Gampaha","kovinna","450","100.00"
"Colombo","Gampaha","kurana","450","100.00"
"Colombo","Gampaha","Raddoluwa","450","100.00"
"Colombo","Gampaha","Liyanagemulla","450","100.00"
"Colombo","Gampaha","amandoluwa","450","100.00"
"Colombo","Gampaha","Averiyawatte","450","100.00"
"Colombo","Gampaha","Awariwaththa","450","100.00"
"Colombo","Gampaha","Adiambalama","450","100.00"
"Colombo","Gampaha","andiambalama","450","100.00"
"Colombo","Gampaha","pallansena","450","100.00"
"Colombo","Gampaha","Daluwakotuwa","450","100.00"
"Colombo","Gampaha","negombo","450","100.00"
"Colombo","Gampaha","Negombo town","450","100.00"
"Colombo","Gampaha","sea side negombo","450","100.00"
"Colombo","Gampaha","Katuwapitiya","450","100.00"
"Colombo","Gampaha","Negombo","450","100.00"
"Colombo","Gampaha","Negombo main road","450","100.00"
"Colombo","Gampaha","Thimbirigaskatuwa","450","100.00"
"Colombo","Gampaha","Awariwaththa","450","100.00"
"Colombo","Gampaha","Bolawalana","450","100.00"
"Colombo","Gampaha","Akkara Panaha negombo","450","100.00"
"Colombo","Gampaha","Dambaduraya","450","100.00"
"Colombo","Gampaha","Thaladuwa","450","100.00"
"Colombo","Gampaha","Pitipana negombo","450","100.00"
"Colombo","Gampaha","Periyamulla","450","100.00"
"Colombo","Gampaha","Bolagala","450","100.00"
"Colombo","Gampaha","Dalupatha","450","100.00"
"Colombo","Gampaha","Kochchikade negombo","450","100.00"
"Colombo","Gampaha","Kochchikade negombo","450","100.00"
"Colombo","Gampaha","Madampalla","450","100.00"
"Colombo","Gampaha","Palangathure","450","100.00"
"Colombo","Gampaha","dunugalpitiya","450","100.00"
"Colombo","Gampaha","Munnakkaraya","450","100.00"
"Colombo","Gampaha","Kongadamulla","450","100.00"
"Colombo","Gampaha","Thelwatta junction","450","100.00"
"Colombo","Gampaha","Ekala","450","100.00"
"Colombo","Gampaha","Makewita","450","100.00"
"Colombo","Gampaha","Niwandama","450","100.00"
"Colombo","Gampaha","Pamunugama","450","100.00"
"Colombo","Gampaha","Polpithimukulana","450","100.00"
"Colombo","Gampaha","Uswetakeiyawa","450","100.00"
"Colombo","Gampaha","Batagama","450","100.00"
"Colombo","Gampaha","Yakkaduwa","450","100.00"
"Colombo","Gampaha","Kudahakapola","450","100.00"
"Colombo","Gampaha","Dandugama","450","100.00"
"Colombo","Gampaha","Kanuwana","450","100.00"
"Colombo","Gampaha","Weligampitiya","450","100.00"
"Colombo","Gampaha","Niwasipura","450","100.00"
"Colombo","Gampaha","Bandigoda","450","100.00"
"Colombo","Gampaha","Delathura","450","100.00"
"Colombo","Gampaha","Pubudugama","450","100.00"
"Colombo","Gampaha","Rilaulla","450","100.00"
"Colombo","Gampaha","Hapugoda","450","100.00"
"Colombo","Gampaha","Nedagamuwa","450","100.00"
"Colombo","Gampaha","Je-Ela","450","100.00"
"Colombo","Gampaha","Ma Eliya","450","100.00"
"Colombo","Kalutara","Kadana","450","100.00"
"Colombo","Gampaha","NAGODA","450","100.00"
"Colombo","Gampaha","Bopitiya","450","100.00"
"Colombo","Gampaha","Ja- ela","450","100.00"
"Colombo","Gampaha","Kapuwatta","450","100.00"
"Colombo","Gampaha","Kanawana","450","100.00"
"Colombo","Gampaha","Kalaeliya","450","100.00"
"Colombo","Gampaha","Dalathura","450","100.00"
"Colombo","Gampaha","udammita","450","100.00"
"Colombo","Gampaha","Jaela","450","100.00"
"Colombo","Gampaha","Ja-ela","450","100.00"
"Colombo","Gampaha","Kandana","450","100.00"
"Colombo","Gampaha","Kotugoda","450","100.00"
"Colombo","Kalutara","Weligampitiya","450","100.00"
"Colombo","Gampaha","Croos Watta","450","100.00"
"Colombo","Gampaha","Lahuwala","450","100.00"
"Colombo","Gampaha","Lanciyawadiya","450","100.00"
"Colombo","Gampaha","ganepola","450","100.00"
"Colombo","Gampaha","Lokilangamuwa","450","100.00"
"Colombo","Gampaha","Bolanda","450","100.00"
"Colombo","Gampaha","Batapotha","450","100.00"
"Colombo","Gampaha","Kanuwana","450","100.00"
"Colombo","Gampaha","Jositawatta","450","100.00"
"Colombo","Gampaha","Kohumola Junction","450","100.00"
"Colombo","Gampaha","namalgolla","450","100.00"
"Colombo","Gampaha","Kawdangaha Junction","450","100.00"
"Colombo","Gampaha","Thammita","450","100.00"
"Colombo","Gampaha","Thudella","450","100.00"
"Colombo","Gampaha","Ja-Ela","450","100.00"
"Colombo","Gampaha","Ja Ela","450","100.00"
"Colombo","Gampaha","dehiyagatha","450","100.00"
"Colombo","Gampaha","Alawathupitiya","450","100.00"
"Colombo","Gampaha","Delatura","450","100.00"
"Colombo","Gampaha","Pulluhena","450","100.00"
"Colombo","Gampaha","Nugape","450","100.00"
"Colombo","Gampaha","Elenegoda","450","100.00"
"Colombo","Gampaha","Kapungoda","450","100.00"
"Colombo","Gampaha","Settappaduwa","450","100.00"
"Colombo","Gampaha","Settappaduwa","450","100.00"
"Colombo","Gampaha","Indiminna","450","100.00"
"Colombo","Gampaha","Kapuwagara","450","100.00"
"Colombo","Gampaha","Polpithimukalana","450","100.00"
"Colombo","Gampaha","Rilaulla Junction","450","100.00"
"Colombo","Gampaha","taniyawatta","450","100.00"
"Colombo","Gampaha","Molawatta","450","100.00"
"Colombo","Gampaha","Kandana Junction","450","100.00"
"Colombo","Gampaha","Polgahahena","450","100.00"
"Colombo","Gampaha","Jayasirigama","450","100.00"
"Colombo","Gampaha","Aniyakanda","450","100.00"
"Colombo","Gampaha","Jayasamarugama","450","100.00"
"Colombo","Gampaha","Nagoda Junction","450","100.00"
"Colombo","Gampaha","Nedurupitiya","450","100.00"
"Colombo","Colombo","Napawela","450","100.00"
"Colombo","Ratnapura","Dumbara Manana","450","100.00"
"Colombo","Ratnapura","Ellagawa","450","100.00"
"Colombo","Ratnapura","Ellawala","450","100.00"
"Colombo","Ratnapura","Getahetta","450","100.00"
"Colombo","Ratnapura","Karandana","450","100.00"
"Colombo","Ratnapura","Matuwagalagama","450","100.00"
"Colombo","Ratnapura","Mitipola","450","100.00"
"Colombo","Ratnapura","Panawala","450","100.00"
"Colombo","Ratnapura","Parakaduwa","450","100.00"
"Colombo","Kegalle","Hinguralakanda","450","100.00"
"Colombo","Ratnapura","Kiriella","450","100.00"
"Colombo","Ratnapura","Erepola","450","100.00"
"Colombo","Ratnapura","Getaheththa","450","100.00"
"Colombo","Ratnapura","Godagampola","450","100.00"
"Colombo","Ratnapura","Idangoda","450","100.00"
"Colombo","Ratnapura","Mudunkotuwa West","450","100.00"
"Colombo","Ratnapura","Kalatuwana","450","100.00"
"Colombo","Ratnapura","Kalatuwawa","450","100.00"
"Colombo","Ratnapura","eheliyagoda","450","100.00"
"Colombo","Ratnapura","ehaliyagoda","450","100.00"
"Colombo","Ratnapura","RANGEGAMA","450","100.00"
"Colombo","Ratnapura","HINGURALA KANDA","450","100.00"
"Colombo","Ratnapura","YOGAMA","450","100.00"
"Colombo","Ratnapura","MURUTTHETTHUWA","450","100.00"
"Colombo","Ratnapura","WELANGALLA","450","100.00"
"Colombo","Ratnapura","MANIYANGAMA","450","100.00"
"Colombo","Ratnapura","MADOLA","450","100.00"
"Colombo","Ratnapura","DIWRUMPITIYA","450","100.00"
"Colombo","Ratnapura","GETAHETTHA","450","100.00"
"Colombo","Ratnapura","MARABE","450","100.00"
"Colombo","Ratnapura","KEENAGAHAWELA","450","100.00"
"Colombo","Ratnapura","IDDHAMALGODA","450","100.00"
"Colombo","Ratnapura","BELEKKADE","450","100.00"
"Colombo","Ratnapura","UTHURU KARADANA","450","100.00"
"Colombo","Ratnapura","POLWATTHA KADE","450","100.00"
"Colombo","Ratnapura","MEENNANA","450","100.00"
"Colombo","Ratnapura","BOPETTHA","450","100.00"
"Colombo","Ratnapura","VILEGODA","450","100.00"
"Colombo","Ratnapura","THORANAGODA","450","100.00"
"Colombo","Ratnapura","UDUMATTHA","450","100.00"
"Colombo","Ratnapura","MORAGALA","450","100.00"
"Colombo","Ratnapura","ASGAGULA","450","100.00"
"Colombo","Ratnapura","DANDENIYA","450","100.00"
"Colombo","Ratnapura","THLAGAHA HANDIYA","450","100.00"
"Colombo","Ratnapura","MAHINGODA","450","100.00"
"Colombo","Ratnapura","VIYALAGODA","450","100.00"
"Colombo","Ratnapura","SAMANPEDESA","450","100.00"
"Colombo","Ratnapura","BULUGAHAPITIYA","450","100.00"
"Colombo","Ratnapura","PALEEGALA","450","100.00"
"Colombo","Ratnapura","HINDURANGALA","450","100.00"
"Colombo","Ratnapura","KETEPHOLA","450","100.00"
"Colombo","Ratnapura","GALATHURA","450","100.00"
"Colombo","Ratnapura","EPITAWELA","450","100.00"
"Colombo","Ratnapura","DAMMULLA","450","100.00"
"Colombo","Ratnapura","AMUHENKANDA","450","100.00"
"Colombo","Ratnapura","NAMALDENIYA","450","100.00"
"Colombo","Ratnapura","POHORABAWA","450","100.00"
"Colombo","Ratnapura","BENDALUWA","450","100.00"
"Colombo","Ratnapura","PUSSELLA","450","100.00"
"Colombo","Ratnapura","AMMBALANPITIYA","450","100.00"
"Colombo","Ratnapura","GODAGAMPALA","450","100.00"
"Colombo","Ratnapura","PAMBEGAMA","450","100.00"
"Colombo","Ratnapura","IMBULPITIYA","450","100.00"
"Colombo","Ratnapura","DIKDENIYA","450","100.00"
"Colombo","Ratnapura","Karadana","450","100.00"
"Colombo","Ratnapura","gatahatta","450","100.00"
"Colombo","Ratnapura","Pussalla","450","100.00"
"Colombo","Ratnapura","Eheliyagoda","450","100.00"
"Colombo","Ratnapura","Minnana","450","100.00"
"Colombo","Ratnapura","Iddamalgoda","450","100.00"
"Colombo","Ratnapura","Bopetta","450","100.00"
"Colombo","Ratnapura","Divurumpitiya","450","100.00"
"Colombo","Ratnapura","Napawala","450","100.00"
"Colombo","Ratnapura","Baduwatta","450","100.00"
"Colombo","Ratnapura","Matuwagala","450","100.00"
"Colombo","Ratnapura","Batangala","450","100.00"
"Colombo","Ratnapura","Muruththettuwa","450","100.00"
"Colombo","Ratnapura","Hinguralakanda","450","100.00"
"Colombo","Ratnapura","Kurugammodara","450","100.00"
"Colombo","Ratnapura","Heraniyawaka","450","100.00"
"Colombo","Ratnapura","Udapasgama","450","100.00"
"Colombo","Ratnapura","Galatura","450","100.00"
"Colombo","Ratnapura","Ketepola","450","100.00"
"Colombo","Ratnapura","Dumbara","450","100.00"
"Colombo","Ratnapura","Madala","450","100.00"
"Colombo","Ratnapura","Epitawala","450","100.00"
"Colombo","Ratnapura","Thalavitiya","450","100.00"
"Colombo","Ratnapura","Meneripitiya","450","100.00"
"Colombo","Ratnapura","Pannila","450","100.00"
"Colombo","Ratnapura","Koshena","450","100.00"
"Colombo","Ratnapura","Karandana North","450","100.00"
"Colombo","Ratnapura","Kalatuwawa","450","100.00"
"Colombo","Ratnapura","Keenagahawila","450","100.00"
"Colombo","Ratnapura","Wewila","450","100.00"
"Colombo","Ratnapura","Karandana South","450","100.00"
"Colombo","Gampaha","Kattuwa","450","100.00"
"Colombo","Kurunegala","Daraluwa","450","100.00"
"Colombo","Kurunegala","Gonawila","450","100.00"
"Colombo","Kurunegala","Sandalankawa","450","100.00"
"Colombo","Kurunegala","Walakumburumulla","450","100.00"
"Colombo","Kurunegala","Welipennagahamulla","450","100.00"
"Colombo","Puttalam","Dunkannawa","450","100.00"
"Colombo","Puttalam","Ihala Kottaramulla","450","100.00"
"Colombo","Puttalam","Katuneriya","450","100.00"
"Colombo","Puttalam","Lihiriyagama","450","100.00"
"Colombo","Puttalam","Lunuwila","450","100.00"
"Colombo","Puttalam","Muttibendiwila","450","100.00"
"Colombo","Puttalam","Nainamadama","450","100.00"
"Colombo","Puttalam","Pothuwatawana","450","100.00"
"Colombo","Puttalam","Waikkal","450","100.00"
"Colombo","Puttalam","Watugahamulla","450","100.00"
"Colombo","Puttalam","Yogiyana","450","100.00"
"Colombo","Puttalam","Wennappuwa","450","100.00"
"Colombo","Puttalam","Nattandiya","450","100.00"
"Colombo","Kurunegala","pannala","450","100.00"
"Colombo","Kurunegala","Waguruwela","450","100.00"
"Colombo","Puttalam","Bolawaththa","450","100.00"
"Colombo","Puttalam","Kirimetiyana","450","100.00"
"Colombo","Puttalam","Kottaramulla","450","100.00"
"Colombo","Puttalam","Mudukatuwa","450","100.00"
"Colombo","Puttalam","Marawila","450","100.00"
"Colombo","Puttalam","Naththandiya","450","100.00"
"Colombo","Puttalam","Waikkala","450","100.00"
"Colombo","Puttalam","Welpalla","450","100.00"
"Colombo","Gampaha","Gonavila","450","100.00"
"Colombo","Puttalam","Kahatawila","450","100.00"
"Colombo","Puttalam","Haldaduwana","450","100.00"
"Colombo","Puttalam","ilippugamuwa","450","100.00"
"Colombo","Puttalam","THULAWALA KOSWATTA","450","100.00"
"Colombo","Puttalam","dankotuwa","450","100.00"
"Colombo","Kurunegala","Wellpalla","450","100.00"
"Colombo","Kurunegala","Dampadiya","450","100.00"
"Colombo","Puttalam","bujjampola","450","100.00"
"Colombo","Puttalam","muttibadiwila","450","100.00"
"Colombo","Puttalam","wathugahamulla","450","100.00"
"Colombo","Puttalam","Muttibendivila","450","100.00"
"Colombo","Puttalam","narawila koswatta","450","100.00"
"Colombo","Kurunegala","elabadagama","450","100.00"
"Colombo","Puttalam","Nattandiya town","450","100.00"
"Colombo","Puttalam","Nattandiya","450","100.00"
"Colombo","Puttalam","Panangoda","450","100.00"
"Colombo","Puttalam","Welipannagahamulla","450","100.00"
"Colombo","Puttalam","Thabbowa","450","100.00"
"Colombo","Puttalam","Sagaragama","450","100.00"
"Colombo","Puttalam","Lansigama","450","100.00"
"Colombo","Puttalam","Mawila","450","100.00"
"Colombo","Puttalam","Pichchawala","450","100.00"
"Colombo","Puttalam","Thalwila","450","100.00"
"Colombo","Puttalam","Marandawella","450","100.00"
"Colombo","Puttalam","Modarawella","450","100.00"
"Colombo","Puttalam","Marawila town","450","100.00"
"Colombo","Puttalam","Kirimatiyana","450","100.00"
"Colombo","Puttalam","Sirigampala","450","100.00"
"Colombo","Puttalam","Kachchirawa","450","100.00"
"Colombo","Puttalam","Dematapitiya","450","100.00"
"Colombo","Puttalam","Kolinjadiya","450","100.00"
"Colombo","Puttalam","Randiyagama","450","100.00"
"Colombo","Puttalam","Ulhitiyawa","450","100.00"
"Colombo","Puttalam","Dummaladeniya","450","100.00"
"Colombo","Puttalam","Wennappuwa town","450","100.00"
"Colombo","Puttalam","Wennappuwa town","450","100.00"
"Colombo","Puttalam","Wennappuwa","450","100.00"
"Colombo","Puttalam","Hundirapola","450","100.00"
"Colombo","Puttalam","Ginigalpola","450","100.00"
"Colombo","Puttalam","Haldanduwana","450","100.00"
"Colombo","Puttalam","Boralessa","450","100.00"
"Colombo","Puttalam","Bandirippuwa","450","100.00"
"Colombo","Puttalam","Matikotuwa","450","100.00"
"Colombo","Puttalam","Godella","450","100.00"
"Colombo","Puttalam","Dankotuwa town","450","100.00"
"Colombo","Puttalam","Dankotuwa","450","100.00"
"Colombo","Puttalam","pannala town","450","100.00"
"Colombo","Puttalam","pannala","450","100.00"
"Colombo","Puttalam","Sandalankawa","450","100.00"
"Colombo","Puttalam","Gonawila  Makandura","450","100.00"
"Colombo","Puttalam","Kotuwella","450","100.00"
"Colombo","Puttalam","Pallama","450","100.00"
"Colombo","Puttalam","Gonulla","450","100.00"
"Colombo","Puttalam","Kekillapitiya","450","100.00"
"Colombo","Puttalam","Thalammahara","450","100.00"
"Colombo","Puttalam","Elabadagama","450","100.00"
"Colombo","Puttalam","Kandanegedara","450","100.00"
"Colombo","Puttalam","Wadumunnegedara","450","100.00"
"Colombo","Puttalam","Yakwila","450","100.00"
"Colombo","Puttalam","Hiyawala","450","100.00"
"Colombo","Puttalam","benawaththa","450","100.00"
"Colombo","Puttalam","Waikkal","450","100.00"
"Colombo","Puttalam","Thopputhota","450","100.00"
"Colombo","Puttalam","Kammala South","450","100.00"
"Colombo","Puttalam","Bothalegama","450","100.00"
"Colombo","Gampaha","Batuwatta","450","100.00"
"Colombo","Gampaha","Dalugama","450","100.00"
"Colombo","Gampaha","GonawalaWP","450","100.00"
"Colombo","Gampaha","Hendala","450","100.00"
"Colombo","Gampaha","Kiribathgoda","450","100.00"
"Colombo","Gampaha","Peliyagoda","450","100.00"
"Colombo","Gampaha","Ragama","450","100.00"
"Colombo","Gampaha","Welisara","450","100.00"
"Colombo","Gampaha","Kelaniya","450","100.00"
"Colombo","Gampaha","Wattala","450","100.00"
"Colombo","Gampaha","Batuwaththa","450","100.00"
"Colombo","Gampaha","Kerawalapitiya","450","100.00"
"Colombo","Gampaha","Matagoda","450","100.00"
"Colombo","Gampaha","Parana Ambalama","450","100.00"
"Colombo","Gampaha","Preethipura","450","100.00"
"Colombo","Gampaha","Hekitta","450","100.00"
"Colombo","Gampaha","Aniyakanda","450","100.00"
"Colombo","Gampaha","Podiweekumbura","450","100.00"
"Colombo","Gampaha","Kurukulawa","450","100.00"
"Colombo","Gampaha","Nathuduwa","450","100.00"
"Colombo","Gampaha","Galborella","450","100.00"
"Colombo","Gampaha","Rampitiya","450","100.00"
"Colombo","Gampaha","Hekiththa","450","100.00"
"Colombo","Gampaha","hunupitiya","450","100.00"
"Colombo","Gampaha","wanawasala","450","100.00"
"Colombo","Gampaha","pethiyagoda","450","100.00"
"Colombo","Gampaha","gonawala","450","100.00"
"Colombo","Gampaha","walisara","450","100.00"
"Colombo","Gampaha","Mahabage","450","100.00"
"Colombo","Gampaha","Peralanda","450","100.00"
"Colombo","Gampaha","paliyagoda","450","100.00"
"Colombo","Gampaha","Mabole","450","100.00"
"Colombo","Gampaha","Enderamulla","450","100.00"
"Colombo","Gampaha","Eriyawetiya","450","100.00"
"Colombo","Gampaha","Pattivila","450","100.00"
"Colombo","Gampaha","Bollegala","450","100.00"
"Colombo","Gampaha","Thalwatta","450","100.00"
"Colombo","Gampaha","Pamunuwila","450","100.00"
"Colombo","Gampaha","Kohalwila","450","100.00"
"Colombo","Gampaha","Maguruwila","450","100.00"
"Colombo","Gampaha","Thorana Junction","450","100.00"
"Colombo","Gampaha","Bulugaha Junction","450","100.00"
"Colombo","Gampaha","Himbutuwelgoda","450","100.00"
"Colombo","Gampaha","Nungamugoda","450","100.00"
"Colombo","Gampaha","Sinharamulla","450","100.00"
"Colombo","Gampaha","Pilapitiya","450","100.00"
"Colombo","Gampaha","Pattiya Junction","450","100.00"
"Colombo","Gampaha","Weliamuna Road","450","100.00"
"Colombo","Gampaha","Elakanda","450","100.00"
"Colombo","Gampaha","Dikovita","450","100.00"
"Colombo","Gampaha","Oliyamulla","450","100.00"
"Colombo","Gampaha","Thelangapatha","450","100.00"
"Colombo","Gampaha","Wewelduwa","450","100.00"
"Colombo","Gampaha","Akbar Town","450","100.00"
"Colombo","Gampaha","Gongithota","450","100.00"
"Colombo","Gampaha","Welikadamulla Road","450","100.00"
"Colombo","Gampaha","Nawaloka Junction","450","100.00"
"Colombo","Gampaha","Magulpokuna","450","100.00"
"Colombo","Gampaha","Ragama Junction","450","100.00"
"Colombo","Gampaha","Ragama","450","100.00"
"Colombo","Gampaha","Siriwardahana Road ragama","450","100.00"
"Colombo","Gampaha","Thalagolla","450","100.00"
"Colombo","Gampaha","dambuwa","450","100.00"
"Colombo","Gampaha","lanka matha road ragama","450","100.00"
"Colombo","Gampaha","Kadawatha road ragama","450","100.00"
"Colombo","Gampaha","Delpe junction","450","100.00"
"Colombo","Gampaha","Naligama junction","450","100.00"
"Colombo","Gampaha","Prison road ragama","450","100.00"
"Colombo","Gampaha","Galwala junction","450","100.00"
"Colombo","Gampaha","Welipillewa","450","100.00"
"Colombo","Gampaha","Thuduwegedara","450","100.00"
"Colombo","Gampaha","nagoda kandana","450","100.00"
"Colombo","Gampaha","Linton Ground","450","100.00"
"Colombo","Gampaha","Thewatta","450","100.00"
"Colombo","Gampaha","vihara mawatha Thewatta","450","100.00"
"Colombo","Gampaha","Narangoda Paluwa","450","100.00"
"Colombo","Gampaha","Batuwatta","450","100.00"
"Colombo","Gampaha","Walpola","450","100.00"
"Colombo","Gampaha","Jayasrigama","450","100.00"
"Colombo","Gampaha","Boystown ragama","450","100.00"
"Colombo","Gampaha","Podiveekumbura","450","100.00"
"Colombo","Gampaha","Banduragoda","450","100.00"
"Colombo","Gampaha","Bokalagama","450","100.00"
"Colombo","Gampaha","Danowita","450","100.00"
"Colombo","Gampaha","Debahera","450","100.00"
"Colombo","Gampaha","Delwagura","450","100.00"
"Colombo","Gampaha","Divuldeniya","450","100.00"
"Colombo","Gampaha","Ellakkala","450","100.00"
"Colombo","Gampaha","Ihala Madampella","450","100.00"
"Colombo","Gampaha","Kaleliya","450","100.00"
"Colombo","Gampaha","Kitalawalana","450","100.00"
"Colombo","Gampaha","Kitulwala","450","100.00"
"Colombo","Gampaha","Kotadeniyawa","450","100.00"
"Colombo","Gampaha","Kumbaloluwa","450","100.00"
"Colombo","Gampaha","Loluwagoda","450","100.00"
"Colombo","Gampaha","Mabodale","450","100.00"
"Colombo","Gampaha","Mellawagedara","450","100.00"
"Colombo","Gampaha","Muddaragama","450","100.00"
"Colombo","Gampaha","Nawana","450","100.00"
"Colombo","Gampaha","Pallewela","450","100.00"
"Colombo","Gampaha","Pamunuwatta","450","100.00"
"Colombo","Gampaha","Pasyala","450","100.00"
"Colombo","Gampaha","Radawadunna","450","100.00"
"Colombo","Gampaha","Weweldeniya","450","100.00"
"Colombo","Gampaha","Ataragallewa","450","100.00"
"Colombo","Gampaha","Welangahawatte","450","100.00"
"Colombo","Kurunegala","Elibichchiya","450","100.00"
"Colombo","Kurunegala","Giriulla","450","100.00"
"Colombo","Kurunegala","Labbala","450","100.00"
"Colombo","Kegalle","Algama","450","100.00"
"Colombo","Gampaha","Pamunuwaththa","450","100.00"
"Colombo","Kegalle","keenadeniya","450","100.00"
"Colombo","Kegalle","Narangoda","450","100.00"
"Colombo","Puttalam","Badalgama","450","100.00"
"Colombo","Kegalle","Paranathala","450","100.00"
"Colombo","Gampaha","Heeralugedara","450","100.00"
"Colombo","Gampaha","Mallawagedara","450","100.00"
"Colombo","Gampaha","Nalapaha","450","100.00"
"Colombo","Kurunegala","Galdeniya","450","100.00"
"Colombo","Gampaha","Waradala","450","100.00"
"Colombo","Gampaha","Kalumada","450","100.00"
"Colombo","Gampaha","Kehelella","450","100.00"
"Colombo","Gampaha","Henpitagedara","450","100.00"
"Colombo","Gampaha","Balagalla","450","100.00"
"Colombo","Gampaha","Divlapitiya","450","100.00"
"Colombo","Gampaha","Thammita","450","100.00"
"Colombo","Gampaha","Welangahawaththa","450","100.00"
"Colombo","Gampaha","Kithalawalana","450","100.00"
"Colombo","Gampaha","Welihinda","450","100.00"
"Colombo","Gampaha","Diuldeniya","450","100.00"
"Colombo","Kurunegala","Bammanna","450","100.00"
"Colombo","Gampaha","Barawawila","450","100.00"
"Colombo","Gampaha","Palliyapitiya","450","100.00"
"Colombo","Gampaha","maholawa","450","100.00"
"Colombo","Gampaha","mirigama","450","100.00"
"Colombo","Kegalle","mirimaga","450","100.00"
"Colombo","Gampaha","Mabodala","450","100.00"
"Colombo","Gampaha","Wewaldeniya","450","100.00"
"Colombo","Kurunegala","ku/Bopitiya","450","100.00"
"Colombo","Kurunegala","ku bopitiya","450","100.00"
"Colombo","Gampaha","algama","450","100.00"
"Colombo","Gampaha","Badalgama","450","100.00"
"Colombo","Gampaha","Nalla","450","100.00"
"Colombo","Gampaha","KAHANDAWA","450","100.00"
"Colombo","Gampaha","Hakurukumbura","450","100.00"
"Colombo","Gampaha","Gurullagama","450","100.00"
"Colombo","Gampaha","Ambepussa","450","100.00"
"Colombo","Gampaha","Botale","450","100.00"
"Colombo","Gampaha","Mirigama city","450","100.00"
"Colombo","Gampaha","Wilwaththa","450","100.00"
"Colombo","Gampaha","Thawalampitiya","450","100.00"
"Colombo","Gampaha","THALAKOLAYAYA","450","100.00"
